species,spcode,season.site,decade,num.nights.per.season,count,abun.class,abun.class.log,total.decade,total.count
Elachista helonoma,Elahel,1988r,2,14,0,Uncommon,0,0,2
Elachista plagiaula,Elapla,1988r,2,14,2,Uncommon,0,2,2
Glyphipterix acrothecta,Glyacr,1988r,2,14,0,Uncommon,0,0,2
Hydriomena purpurifera,Hydpur,1988r,2,14,1,Uncommon,0,2,2
Ichneutica infensa,Ichinf,1988r,2,14,0,Uncommon,0,1,2
Ichneutica olivea,Icholi,1988r,2,14,0,Uncommon,0,1,2
Ichneutica virescens,Ichvir,1988r,2,14,0,Uncommon,0,1,2
Ichneutica sp. nr plena,Ichple,1988r,2,14,0,Uncommon,0,1,2
Ichneutica steropastis,Ichste,1988r,2,14,0,Uncommon,0,0,2
Leuroperna sera,Leuser,1988r,2,14,0,Uncommon,0,1,2
Metacrias strategica,Metstr,1988r,2,14,0,Uncommon,0,1,2
Microdes quadristrigata,Micqua,1988r,2,14,0,Uncommon,0,2,2
Pasiphila acompsa,Pasaco,1988r,2,14,0,Uncommon,0,2,2
Pasiphila lunata,Paslun,1988r,2,14,0,Uncommon,0,2,2
Pasiphila sp. nr charybdis,Pascha,1988r,2,14,0,Uncommon,0,1,2
Phthorimaea operculella,Phtope,1988r,2,14,1,Uncommon,0,2,2
Schrankia costaestrigalis,Schcos,1988r,2,14,0,Uncommon,0,2,2
Scoparia cyameuta,Scocya,1988r,2,14,1,Uncommon,0,1,2
Scoparia rotuella,Scorot,1988r,2,14,0,Uncommon,0,0,2
Tingena sp. cf. oporaea,Tinopo,1988r,2,14,0,Uncommon,0,0,2
Udea adversa,Udeadv,1988r,2,14,0,Uncommon,0,1,2
Asaphodes chlamydota,Asachl,1988s,2,15,0,Uncommon,0,0,2
Austrocidaria callichlora,Auscal,1988s,2,15,0,Uncommon,0,0,2
Capua intractana,Capint,1988s,2,15,0,Uncommon,0,0,2
Chloroclystis filata,Chlfil,1988s,2,15,1,Uncommon,0,1,2
Elachista helonoma,Elahel,1988s,2,15,0,Uncommon,0,0,2
Elachista plagiaula,Elapla,1988s,2,15,0,Uncommon,0,2,2
Glyphipterix acrothecta,Glyacr,1988s,2,15,0,Uncommon,0,0,2
Hydriomena purpurifera,Hydpur,1988s,2,15,1,Uncommon,0,2,2
Ichneutica infensa,Ichinf,1988s,2,15,1,Uncommon,0,1,2
Ichneutica olivea,Icholi,1988s,2,15,1,Uncommon,0,1,2
Ichneutica virescens,Ichvir,1988s,2,15,0,Uncommon,0,1,2
Ichneutica sp. nr plena,Ichple,1988s,2,15,1,Uncommon,0,1,2
Ichneutica steropastis,Ichste,1988s,2,15,0,Uncommon,0,0,2
Leuroperna sera,Leuser,1988s,2,15,0,Uncommon,0,1,2
Metacrias strategica,Metstr,1988s,2,15,1,Uncommon,0,1,2
Microdes quadristrigata,Micqua,1988s,2,15,2,Uncommon,0,2,2
Pasiphila acompsa,Pasaco,1988s,2,15,0,Uncommon,0,2,2
Pasiphila lunata,Paslun,1988s,2,15,0,Uncommon,0,2,2
Pasiphila sp. nr charybdis,Pascha,1988s,2,15,1,Uncommon,0,1,2
Phthorimaea operculella,Phtope,1988s,2,15,1,Uncommon,0,2,2
Schrankia costaestrigalis,Schcos,1988s,2,15,2,Uncommon,0,2,2
Scoparia cyameuta,Scocya,1988s,2,15,0,Uncommon,0,1,2
Scoparia rotuella,Scorot,1988s,2,15,0,Uncommon,0,0,2
Tingena sp. cf. oporaea,Tinopo,1988s,2,15,0,Uncommon,0,0,2
Udea adversa,Udeadv,1988s,2,15,1,Uncommon,0,1,2
Asaphodes chlamydota,Asachl,1989s,2,3,0,Uncommon,0,0,2
Austrocidaria callichlora,Auscal,1989s,2,3,0,Uncommon,0,0,2
Capua intractana,Capint,1989s,2,3,0,Uncommon,0,0,2
Chloroclystis filata,Chlfil,1989s,2,3,0,Uncommon,0,1,2
Elachista helonoma,Elahel,1989s,2,3,0,Uncommon,0,0,2
Elachista plagiaula,Elapla,1989s,2,3,0,Uncommon,0,2,2
Glyphipterix acrothecta,Glyacr,1989s,2,3,0,Uncommon,0,0,2
Hydriomena purpurifera,Hydpur,1989s,2,3,0,Uncommon,0,2,2
Ichneutica infensa,Ichinf,1989s,2,3,0,Uncommon,0,1,2
Ichneutica olivea,Icholi,1989s,2,3,0,Uncommon,0,1,2
Ichneutica virescens,Ichvir,1989s,2,3,0,Uncommon,0,1,2
Ichneutica sp. nr plena,Ichple,1989s,2,3,0,Uncommon,0,1,2
Ichneutica steropastis,Ichste,1989s,2,3,0,Uncommon,0,0,2
Leuroperna sera,Leuser,1989s,2,3,1,Uncommon,0,1,2
Metacrias strategica,Metstr,1989s,2,3,0,Uncommon,0,1,2
Microdes quadristrigata,Micqua,1989s,2,3,0,Uncommon,0,2,2
Pasiphila acompsa,Pasaco,1989s,2,3,0,Uncommon,0,2,2
Pasiphila lunata,Paslun,1989s,2,3,0,Uncommon,0,2,2
Pasiphila sp. nr charybdis,Pascha,1989s,2,3,0,Uncommon,0,1,2
Phthorimaea operculella,Phtope,1989s,2,3,0,Uncommon,0,2,2
Schrankia costaestrigalis,Schcos,1989s,2,3,0,Uncommon,0,2,2
Scoparia cyameuta,Scocya,1989s,2,3,0,Uncommon,0,1,2
Scoparia rotuella,Scorot,1989s,2,3,0,Uncommon,0,0,2
Tingena sp. cf. oporaea,Tinopo,1989s,2,3,0,Uncommon,0,0,2
Udea adversa,Udeadv,1989s,2,3,0,Uncommon,0,1,2
Asaphodes chlamydota,Asachl,2020r,3,13,0,Uncommon,0,1,2
Austrocidaria callichlora,Auscal,2020r,3,13,1,Uncommon,0,2,2
Capua intractana,Capint,2020r,3,13,0,Uncommon,0,2,2
Chloroclystis filata,Chlfil,2020r,3,13,0,Uncommon,0,1,2
Elachista helonoma,Elahel,2020r,3,13,0,Uncommon,0,0,2
Elachista plagiaula,Elapla,2020r,3,13,0,Uncommon,0,0,2
Glyphipterix acrothecta,Glyacr,2020r,3,13,0,Uncommon,0,0,2
Hydriomena purpurifera,Hydpur,2020r,3,13,0,Uncommon,0,0,2
Ichneutica infensa,Ichinf,2020r,3,13,0,Uncommon,0,0,2
Ichneutica olivea,Icholi,2020r,3,13,0,Uncommon,0,0,2
Ichneutica virescens,Ichvir,2020r,3,13,0,Uncommon,0,0,2
Ichneutica sp. nr plena,Ichple,2020r,3,13,0,Uncommon,0,0,2
Ichneutica steropastis,Ichste,2020r,3,13,0,Uncommon,0,1,2
Leuroperna sera,Leuser,2020r,3,13,0,Uncommon,0,0,2
Metacrias strategica,Metstr,2020r,3,13,0,Uncommon,0,0,2
Microdes quadristrigata,Micqua,2020r,3,13,0,Uncommon,0,0,2
Pasiphila acompsa,Pasaco,2020r,3,13,0,Uncommon,0,0,2
Pasiphila lunata,Paslun,2020r,3,13,0,Uncommon,0,0,2
Pasiphila sp. nr charybdis,Pascha,2020r,3,13,0,Uncommon,0,0,2
Phthorimaea operculella,Phtope,2020r,3,13,0,Uncommon,0,0,2
Schrankia costaestrigalis,Schcos,2020r,3,13,0,Uncommon,0,0,2
Scoparia cyameuta,Scocya,2020r,3,13,0,Uncommon,0,0,2
Scoparia rotuella,Scorot,2020r,3,13,0,Uncommon,0,0,2
Tingena sp. cf. oporaea,Tinopo,2020r,3,13,0,Uncommon,0,0,2
Udea adversa,Udeadv,2020r,3,13,0,Uncommon,0,0,2
Asaphodes chlamydota,Asachl,2020s,3,13,1,Uncommon,0,1,2
Austrocidaria callichlora,Auscal,2020s,3,13,1,Uncommon,0,2,2
Capua intractana,Capint,2020s,3,13,2,Uncommon,0,2,2
Chloroclystis filata,Chlfil,2020s,3,13,1,Uncommon,0,1,2
Elachista helonoma,Elahel,2020s,3,13,0,Uncommon,0,0,2
Elachista plagiaula,Elapla,2020s,3,13,0,Uncommon,0,0,2
Glyphipterix acrothecta,Glyacr,2020s,3,13,0,Uncommon,0,0,2
Hydriomena purpurifera,Hydpur,2020s,3,13,0,Uncommon,0,0,2
Ichneutica infensa,Ichinf,2020s,3,13,0,Uncommon,0,0,2
Ichneutica olivea,Icholi,2020s,3,13,0,Uncommon,0,0,2
Ichneutica virescens,Ichvir,2020s,3,13,0,Uncommon,0,0,2
Ichneutica sp. nr plena,Ichple,2020s,3,13,0,Uncommon,0,0,2
Ichneutica steropastis,Ichste,2020s,3,13,1,Uncommon,0,1,2
Leuroperna sera,Leuser,2020s,3,13,0,Uncommon,0,0,2
Metacrias strategica,Metstr,2020s,3,13,0,Uncommon,0,0,2
Microdes quadristrigata,Micqua,2020s,3,13,0,Uncommon,0,0,2
Pasiphila acompsa,Pasaco,2020s,3,13,0,Uncommon,0,0,2
Pasiphila lunata,Paslun,2020s,3,13,0,Uncommon,0,0,2
Pasiphila sp. nr charybdis,Pascha,2020s,3,13,0,Uncommon,0,0,2
Phthorimaea operculella,Phtope,2020s,3,13,0,Uncommon,0,0,2
Schrankia costaestrigalis,Schcos,2020s,3,13,0,Uncommon,0,0,2
Scoparia cyameuta,Scocya,2020s,3,13,0,Uncommon,0,0,2
Scoparia rotuella,Scorot,2020s,3,13,0,Uncommon,0,0,2
Tingena sp. cf. oporaea,Tinopo,2020s,3,13,0,Uncommon,0,0,2
Udea adversa,Udeadv,2020s,3,13,0,Uncommon,0,0,2
Asaphodes chlamydota,Asachl,2021r,3,2,0,Uncommon,0,1,2
Austrocidaria callichlora,Auscal,2021r,3,2,0,Uncommon,0,2,2
Capua intractana,Capint,2021r,3,2,0,Uncommon,0,2,2
Chloroclystis filata,Chlfil,2021r,3,2,0,Uncommon,0,1,2
Elachista helonoma,Elahel,2021r,3,2,0,Uncommon,0,0,2
Elachista plagiaula,Elapla,2021r,3,2,0,Uncommon,0,0,2
Glyphipterix acrothecta,Glyacr,2021r,3,2,0,Uncommon,0,0,2
Hydriomena purpurifera,Hydpur,2021r,3,2,0,Uncommon,0,0,2
Ichneutica infensa,Ichinf,2021r,3,2,0,Uncommon,0,0,2
Ichneutica olivea,Icholi,2021r,3,2,0,Uncommon,0,0,2
Ichneutica virescens,Ichvir,2021r,3,2,0,Uncommon,0,0,2
Ichneutica sp. nr plena,Ichple,2021r,3,2,0,Uncommon,0,0,2
Ichneutica steropastis,Ichste,2021r,3,2,0,Uncommon,0,1,2
Leuroperna sera,Leuser,2021r,3,2,0,Uncommon,0,0,2
Metacrias strategica,Metstr,2021r,3,2,0,Uncommon,0,0,2
Microdes quadristrigata,Micqua,2021r,3,2,0,Uncommon,0,0,2
Pasiphila acompsa,Pasaco,2021r,3,2,0,Uncommon,0,0,2
Pasiphila lunata,Paslun,2021r,3,2,0,Uncommon,0,0,2
Pasiphila sp. nr charybdis,Pascha,2021r,3,2,0,Uncommon,0,0,2
Phthorimaea operculella,Phtope,2021r,3,2,0,Uncommon,0,0,2
Schrankia costaestrigalis,Schcos,2021r,3,2,0,Uncommon,0,0,2
Scoparia cyameuta,Scocya,2021r,3,2,0,Uncommon,0,0,2
Scoparia rotuella,Scorot,2021r,3,2,0,Uncommon,0,0,2
Tingena sp. cf. oporaea,Tinopo,2021r,3,2,0,Uncommon,0,0,2
Udea adversa,Udeadv,2021r,3,2,0,Uncommon,0,0,2
Asaphodes chlamydota,Asachl,2021s,3,2,0,Uncommon,0,1,2
Austrocidaria callichlora,Auscal,2021s,3,2,0,Uncommon,0,2,2
Capua intractana,Capint,2021s,3,2,0,Uncommon,0,2,2
Chloroclystis filata,Chlfil,2021s,3,2,0,Uncommon,0,1,2
Elachista helonoma,Elahel,2021s,3,2,0,Uncommon,0,0,2
Elachista plagiaula,Elapla,2021s,3,2,0,Uncommon,0,0,2
Glyphipterix acrothecta,Glyacr,2021s,3,2,0,Uncommon,0,0,2
Hydriomena purpurifera,Hydpur,2021s,3,2,0,Uncommon,0,0,2
Ichneutica infensa,Ichinf,2021s,3,2,0,Uncommon,0,0,2
Ichneutica olivea,Icholi,2021s,3,2,0,Uncommon,0,0,2
Ichneutica virescens,Ichvir,2021s,3,2,0,Uncommon,0,0,2
Ichneutica sp. nr plena,Ichple,2021s,3,2,0,Uncommon,0,0,2
Ichneutica steropastis,Ichste,2021s,3,2,0,Uncommon,0,1,2
Leuroperna sera,Leuser,2021s,3,2,0,Uncommon,0,0,2
Metacrias strategica,Metstr,2021s,3,2,0,Uncommon,0,0,2
Microdes quadristrigata,Micqua,2021s,3,2,0,Uncommon,0,0,2
Pasiphila acompsa,Pasaco,2021s,3,2,0,Uncommon,0,0,2
Pasiphila lunata,Paslun,2021s,3,2,0,Uncommon,0,0,2
Pasiphila sp. nr charybdis,Pascha,2021s,3,2,0,Uncommon,0,0,2
Phthorimaea operculella,Phtope,2021s,3,2,0,Uncommon,0,0,2
Schrankia costaestrigalis,Schcos,2021s,3,2,0,Uncommon,0,0,2
Scoparia cyameuta,Scocya,2021s,3,2,0,Uncommon,0,0,2
Scoparia rotuella,Scorot,2021s,3,2,0,Uncommon,0,0,2
Tingena sp. cf. oporaea,Tinopo,2021s,3,2,0,Uncommon,0,0,2
Udea adversa,Udeadv,2021s,3,2,0,Uncommon,0,0,2
Acroclita discariana,Acrdis,1961r,1,8,0,Uncommon,0,1,1
Apoctena conditana,Apocon,1961r,1,8,0,Uncommon,0,1,1
Archyala terranea,Arcter,1961r,1,8,0,Uncommon,0,1,1
Austrocidaria sp. nr prionota,Auspri,1961r,1,8,0,Uncommon,0,1,1
Batrachedra tristictica,Battri,1961r,1,8,0,Uncommon,0,0,1
Bityla defigurata,Bitdef,1961r,1,8,0,Uncommon,0,1,1
Bityla sericea,Bitser,1961r,1,8,0,Uncommon,0,1,1
Caloptilia selenitis,Calsel,1961r,1,8,0,Uncommon,0,0,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,1961r,1,8,0,Uncommon,0,0,1
Catamacta alopecana,Catalo,1961r,1,8,0,Uncommon,0,0,1
Chrysorthenches porphyritis,Chrpor,1961r,1,8,0,Uncommon,0,0,1
Coleophora striatipennella,Colstr,1961r,1,8,0,Uncommon,0,0,1
Crocidosema plebejana,Crople,1961r,1,8,0,Uncommon,0,0,1
Deana hybreasalis,Deahyb,1961r,1,8,0,Uncommon,0,0,1
Declana leptomera,Declep,1961r,1,8,0,Uncommon,0,0,1
Delogenes limodoxa,Dellim,1961r,1,8,1,Uncommon,0,1,1
Epichorista emphanes,Epiemp,1961r,1,8,0,Uncommon,0,0,1
Epiphyrne xanthaspis,Epixan,1961r,1,8,0,Uncommon,0,0,1
Eudonia dochmia,Euddoc,1961r,1,8,0,Uncommon,0,0,1
Gingidiobora nebulosa,Ginneb,1961r,1,8,0,Uncommon,0,1,1
Glaucocharis interrupta,Glaint,1961r,1,8,0,Uncommon,0,0,1
Glaucocharis pyrsophanes,Glapyr,1961r,1,8,0,Uncommon,0,0,1
Glyphipterix oxymachaera,Glyoxy,1961r,1,8,0,Uncommon,0,1,1
Glyphipterix triselena,Glytri,1961r,1,8,0,Uncommon,0,0,1
Harmologa scoliastis,Harsco,1961r,1,8,0,Uncommon,0,0,1
Harmologa sp. 'discaria' NZAC,Hardis,1961r,1,8,0,Uncommon,0,0,1
Heterocrossa eriphylla,Heteri,1961r,1,8,0,Uncommon,0,0,1
Heterocrossa sp. cf. contactella,Hetcon,1961r,1,8,0,Uncommon,0,0,1
Hierodoris sp. cf. electrica,Hieele,1961r,1,8,0,Uncommon,0,0,1
Hofmannophila pseudospretella,Hofpse,1961r,1,8,0,Uncommon,0,0,1
Ichneutica marmorata,Ichmar,1961r,1,8,0,Uncommon,0,1,1
Ichneutica sulcana,Ichsul,1961r,1,8,0,Uncommon,0,0,1
Kiwaia hippeis,Kiwhip,1961r,1,8,0,Uncommon,0,1,1
Meterana meyricci,Metmey,1961r,1,8,0,Uncommon,0,1,1
Meterana vitiosa,Metvit,1961r,1,8,0,Uncommon,0,0,1
Orthoclydon chlorias,Ortchl,1961r,1,8,0,Uncommon,0,1,1
Pasiphila sp. nr heighwayi,Pashei,1961r,1,8,0,Uncommon,0,1,1
Physetica prionistis,Phypri,1961r,1,8,0,Uncommon,0,0,1
Physetica sequens,Physeq,1961r,1,8,0,Uncommon,0,0,1
Platyptilia celidotus,Placel,1961r,1,8,0,Uncommon,0,0,1
Proteuxoa sanguinipuncta,Prosan,1961r,1,8,0,Uncommon,0,0,1
Prothelymna niphostrota,Pronip,1961r,1,8,0,Uncommon,0,0,1
Pseudocoremia colpogramma,Psecol,1961r,1,8,0,Uncommon,0,1,1
Pseudocoremia productata,Psepro,1961r,1,8,0,Uncommon,0,0,1
Scoparia animosa,Scoani,1961r,1,8,0,Uncommon,0,0,1
Scoparia trapezophora,Scotra,1961r,1,8,0,Uncommon,0,1,1
Tingena chloradelpha grp,Tinchla,1961r,1,8,0,Uncommon,0,0,1
Tingena ombrodella,Timomb,1961r,1,8,0,Uncommon,0,0,1
Tingena seclusa,Tinsec,1961r,1,8,0,Uncommon,0,0,1
Tingena sp. not oporaea,Tinsno,1961r,1,8,0,Uncommon,0,1,1
Trachypepla conspicuella,Tracon,1961r,1,8,0,Uncommon,0,1,1
Udea notata,Udenot,1961r,1,8,0,Uncommon,0,1,1
Xanthorhoe orophyla,Xanoro,1961r,1,8,0,Uncommon,0,1,1
Zapyrastra stellata,Zapste,1961r,1,8,0,Uncommon,0,0,1
Acroclita discariana,Acrdis,1961s,1,13,0,Uncommon,0,1,1
Apoctena conditana,Apocon,1961s,1,13,0,Uncommon,0,1,1
Archyala terranea,Arcter,1961s,1,13,0,Uncommon,0,1,1
Austrocidaria sp. nr prionota,Auspri,1961s,1,13,0,Uncommon,0,1,1
Batrachedra tristictica,Battri,1961s,1,13,0,Uncommon,0,0,1
Bityla defigurata,Bitdef,1961s,1,13,1,Uncommon,0,1,1
Bityla sericea,Bitser,1961s,1,13,0,Uncommon,0,1,1
Caloptilia selenitis,Calsel,1961s,1,13,0,Uncommon,0,0,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,1961s,1,13,0,Uncommon,0,0,1
Catamacta alopecana,Catalo,1961s,1,13,0,Uncommon,0,0,1
Chrysorthenches porphyritis,Chrpor,1961s,1,13,0,Uncommon,0,0,1
Coleophora striatipennella,Colstr,1961s,1,13,0,Uncommon,0,0,1
Crocidosema plebejana,Crople,1961s,1,13,0,Uncommon,0,0,1
Deana hybreasalis,Deahyb,1961s,1,13,0,Uncommon,0,0,1
Declana leptomera,Declep,1961s,1,13,0,Uncommon,0,0,1
Delogenes limodoxa,Dellim,1961s,1,13,0,Uncommon,0,1,1
Epichorista emphanes,Epiemp,1961s,1,13,0,Uncommon,0,0,1
Epiphyrne xanthaspis,Epixan,1961s,1,13,0,Uncommon,0,0,1
Eudonia dochmia,Euddoc,1961s,1,13,0,Uncommon,0,0,1
Gingidiobora nebulosa,Ginneb,1961s,1,13,1,Uncommon,0,1,1
Glaucocharis interrupta,Glaint,1961s,1,13,0,Uncommon,0,0,1
Glaucocharis pyrsophanes,Glapyr,1961s,1,13,0,Uncommon,0,0,1
Glyphipterix oxymachaera,Glyoxy,1961s,1,13,1,Uncommon,0,1,1
Glyphipterix triselena,Glytri,1961s,1,13,0,Uncommon,0,0,1
Harmologa scoliastis,Harsco,1961s,1,13,0,Uncommon,0,0,1
Harmologa sp. 'discaria' NZAC,Hardis,1961s,1,13,0,Uncommon,0,0,1
Heterocrossa eriphylla,Heteri,1961s,1,13,0,Uncommon,0,0,1
Heterocrossa sp. cf. contactella,Hetcon,1961s,1,13,0,Uncommon,0,0,1
Hierodoris sp. cf. electrica,Hieele,1961s,1,13,0,Uncommon,0,0,1
Hofmannophila pseudospretella,Hofpse,1961s,1,13,0,Uncommon,0,0,1
Ichneutica marmorata,Ichmar,1961s,1,13,0,Uncommon,0,1,1
Ichneutica sulcana,Ichsul,1961s,1,13,0,Uncommon,0,0,1
Kiwaia hippeis,Kiwhip,1961s,1,13,0,Uncommon,0,1,1
Meterana meyricci,Metmey,1961s,1,13,1,Uncommon,0,1,1
Meterana vitiosa,Metvit,1961s,1,13,0,Uncommon,0,0,1
Orthoclydon chlorias,Ortchl,1961s,1,13,0,Uncommon,0,1,1
Pasiphila sp. nr heighwayi,Pashei,1961s,1,13,1,Uncommon,0,1,1
Physetica prionistis,Phypri,1961s,1,13,0,Uncommon,0,0,1
Physetica sequens,Physeq,1961s,1,13,0,Uncommon,0,0,1
Platyptilia celidotus,Placel,1961s,1,13,0,Uncommon,0,0,1
Proteuxoa sanguinipuncta,Prosan,1961s,1,13,0,Uncommon,0,0,1
Prothelymna niphostrota,Pronip,1961s,1,13,0,Uncommon,0,0,1
Pseudocoremia colpogramma,Psecol,1961s,1,13,1,Uncommon,0,1,1
Pseudocoremia productata,Psepro,1961s,1,13,0,Uncommon,0,0,1
Scoparia animosa,Scoani,1961s,1,13,0,Uncommon,0,0,1
Scoparia trapezophora,Scotra,1961s,1,13,0,Uncommon,0,1,1
Tingena chloradelpha grp,Tinchla,1961s,1,13,0,Uncommon,0,0,1
Tingena ombrodella,Timomb,1961s,1,13,0,Uncommon,0,0,1
Tingena seclusa,Tinsec,1961s,1,13,0,Uncommon,0,0,1
Tingena sp. not oporaea,Tinsno,1961s,1,13,0,Uncommon,0,1,1
Trachypepla conspicuella,Tracon,1961s,1,13,0,Uncommon,0,1,1
Udea notata,Udenot,1961s,1,13,0,Uncommon,0,1,1
Xanthorhoe orophyla,Xanoro,1961s,1,13,1,Uncommon,0,1,1
Zapyrastra stellata,Zapste,1961s,1,13,0,Uncommon,0,0,1
Acroclita discariana,Acrdis,1962r,1,9,1,Uncommon,0,1,1
Apoctena conditana,Apocon,1962r,1,9,0,Uncommon,0,1,1
Archyala terranea,Arcter,1962r,1,9,1,Uncommon,0,1,1
Austrocidaria sp. nr prionota,Auspri,1962r,1,9,0,Uncommon,0,1,1
Batrachedra tristictica,Battri,1962r,1,9,0,Uncommon,0,0,1
Bityla defigurata,Bitdef,1962r,1,9,0,Uncommon,0,1,1
Bityla sericea,Bitser,1962r,1,9,0,Uncommon,0,1,1
Caloptilia selenitis,Calsel,1962r,1,9,0,Uncommon,0,0,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,1962r,1,9,0,Uncommon,0,0,1
Catamacta alopecana,Catalo,1962r,1,9,0,Uncommon,0,0,1
Chrysorthenches porphyritis,Chrpor,1962r,1,9,0,Uncommon,0,0,1
Coleophora striatipennella,Colstr,1962r,1,9,0,Uncommon,0,0,1
Crocidosema plebejana,Crople,1962r,1,9,0,Uncommon,0,0,1
Deana hybreasalis,Deahyb,1962r,1,9,0,Uncommon,0,0,1
Declana leptomera,Declep,1962r,1,9,0,Uncommon,0,0,1
Delogenes limodoxa,Dellim,1962r,1,9,0,Uncommon,0,1,1
Epichorista emphanes,Epiemp,1962r,1,9,0,Uncommon,0,0,1
Epiphyrne xanthaspis,Epixan,1962r,1,9,0,Uncommon,0,0,1
Eudonia dochmia,Euddoc,1962r,1,9,0,Uncommon,0,0,1
Gingidiobora nebulosa,Ginneb,1962r,1,9,0,Uncommon,0,1,1
Glaucocharis interrupta,Glaint,1962r,1,9,0,Uncommon,0,0,1
Glaucocharis pyrsophanes,Glapyr,1962r,1,9,0,Uncommon,0,0,1
Glyphipterix oxymachaera,Glyoxy,1962r,1,9,0,Uncommon,0,1,1
Glyphipterix triselena,Glytri,1962r,1,9,0,Uncommon,0,0,1
Harmologa scoliastis,Harsco,1962r,1,9,0,Uncommon,0,0,1
Harmologa sp. 'discaria' NZAC,Hardis,1962r,1,9,0,Uncommon,0,0,1
Heterocrossa eriphylla,Heteri,1962r,1,9,0,Uncommon,0,0,1
Heterocrossa sp. cf. contactella,Hetcon,1962r,1,9,0,Uncommon,0,0,1
Hierodoris sp. cf. electrica,Hieele,1962r,1,9,0,Uncommon,0,0,1
Hofmannophila pseudospretella,Hofpse,1962r,1,9,0,Uncommon,0,0,1
Ichneutica marmorata,Ichmar,1962r,1,9,0,Uncommon,0,1,1
Ichneutica sulcana,Ichsul,1962r,1,9,0,Uncommon,0,0,1
Kiwaia hippeis,Kiwhip,1962r,1,9,1,Uncommon,0,1,1
Meterana meyricci,Metmey,1962r,1,9,0,Uncommon,0,1,1
Meterana vitiosa,Metvit,1962r,1,9,0,Uncommon,0,0,1
Orthoclydon chlorias,Ortchl,1962r,1,9,1,Uncommon,0,1,1
Pasiphila sp. nr heighwayi,Pashei,1962r,1,9,0,Uncommon,0,1,1
Physetica prionistis,Phypri,1962r,1,9,0,Uncommon,0,0,1
Physetica sequens,Physeq,1962r,1,9,0,Uncommon,0,0,1
Platyptilia celidotus,Placel,1962r,1,9,0,Uncommon,0,0,1
Proteuxoa sanguinipuncta,Prosan,1962r,1,9,0,Uncommon,0,0,1
Prothelymna niphostrota,Pronip,1962r,1,9,0,Uncommon,0,0,1
Pseudocoremia colpogramma,Psecol,1962r,1,9,0,Uncommon,0,1,1
Pseudocoremia productata,Psepro,1962r,1,9,0,Uncommon,0,0,1
Scoparia animosa,Scoani,1962r,1,9,0,Uncommon,0,0,1
Scoparia trapezophora,Scotra,1962r,1,9,1,Uncommon,0,1,1
Tingena chloradelpha grp,Tinchla,1962r,1,9,0,Uncommon,0,0,1
Tingena ombrodella,Timomb,1962r,1,9,0,Uncommon,0,0,1
Tingena seclusa,Tinsec,1962r,1,9,0,Uncommon,0,0,1
Tingena sp. not oporaea,Tinsno,1962r,1,9,0,Uncommon,0,1,1
Trachypepla conspicuella,Tracon,1962r,1,9,0,Uncommon,0,1,1
Udea notata,Udenot,1962r,1,9,1,Uncommon,0,1,1
Xanthorhoe orophyla,Xanoro,1962r,1,9,0,Uncommon,0,1,1
Zapyrastra stellata,Zapste,1962r,1,9,0,Uncommon,0,0,1
Acroclita discariana,Acrdis,1962s,1,13,0,Uncommon,0,1,1
Apoctena conditana,Apocon,1962s,1,13,1,Uncommon,0,1,1
Archyala terranea,Arcter,1962s,1,13,0,Uncommon,0,1,1
Austrocidaria sp. nr prionota,Auspri,1962s,1,13,1,Uncommon,0,1,1
Batrachedra tristictica,Battri,1962s,1,13,0,Uncommon,0,0,1
Bityla defigurata,Bitdef,1962s,1,13,0,Uncommon,0,1,1
Bityla sericea,Bitser,1962s,1,13,1,Uncommon,0,1,1
Caloptilia selenitis,Calsel,1962s,1,13,0,Uncommon,0,0,1
Caloptilia sp. 'gaultheria' NZAC,Calgau,1962s,1,13,0,Uncommon,0,0,1
Catamacta alopecana,Catalo,1962s,1,13,0,Uncommon,0,0,1
Chrysorthenches porphyritis,Chrpor,1962s,1,13,0,Uncommon,0,0,1
Coleophora striatipennella,Colstr,1962s,1,13,0,Uncommon,0,0,1
Crocidosema plebejana,Crople,1962s,1,13,0,Uncommon,0,0,1
Deana hybreasalis,Deahyb,1962s,1,13,0,Uncommon,0,0,1
Declana leptomera,Declep,1962s,1,13,0,Uncommon,0,0,1
Delogenes limodoxa,Dellim,1962s,1,13,0,Uncommon,0,1,1
Epichorista emphanes,Epiemp,1962s,1,13,0,Uncommon,0,0,1
Epiphyrne xanthaspis,Epixan,1962s,1,13,0,Uncommon,0,0,1
Eudonia dochmia,Euddoc,1962s,1,13,0,Uncommon,0,0,1
Gingidiobora nebulosa,Ginneb,1962s,1,13,0,Uncommon,0,1,1
Glaucocharis interrupta,Glaint,1962s,1,13,0,Uncommon,0,0,1
Glaucocharis pyrsophanes,Glapyr,1962s,1,13,0,Uncommon,0,0,1
Glyphipterix oxymachaera,Glyoxy,1962s,1,13,0,Uncommon,0,1,1
Glyphipterix triselena,Glytri,1962s,1,13,0,Uncommon,0,0,1
Harmologa scoliastis,Harsco,1962s,1,13,0,Uncommon,0,0,1
Harmologa sp. 'discaria' NZAC,Hardis,1962s,1,13,0,Uncommon,0,0,1
Heterocrossa eriphylla,Heteri,1962s,1,13,0,Uncommon,0,0,1
